gvkey,lpermno,lpermco,liid,linktype,linkprim,linkdt,linkenddt,cik,conm,identity_status,readable_language_filings_in_interval,first_archived_filing,last_archived_filing,cover_name_contexts,explicit_cik_review_count,audit_status
017228,79444,29930.0,1,LC,P,2018-05-10,,1724965,TALOS ENERGY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,26,2018-08-09,2024-11-12,12,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
028742,79545,29936.0,1,LU,P,1993-08-13,,908255,BORGWARNER INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-11,2024-10-31,38,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
028877,79588,12415.0,1,LC,P,1993-09-21,2016-03-02,1418135,KEURIG DR PEPPER INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,25,2010-03-01,2016-02-23,7,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
011032,79637,4655.0,1,LU,P,1981-07-09,,352915,UNIVERSAL HEALTH SVCS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-25,2024-11-08,38,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
010484,79641,23504.0,4,LC,C,1993-09-02,2010-09-30,319687,UNITED AIRLINES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,3,2010-02-17,2010-07-23,3,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
029133,79839,12539.0,1,LU,P,1993-11-05,,780571,ITRON INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-25,2024-10-31,43,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
029108,79857,12530.0,1,LU,P,1993-11-02,,889900,PATTERSON-UTI ENERGY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-19,2024-10-28,48,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
029353,80032,12651.0,1,LC,P,1993-12-09,2013-02-28,914024,SHAW GROUP INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,13,2010-01-06,2012-12-21,13,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
029511,80079,30069.0,1,LC,P,1994-01-25,2015-12-08,912513,CYTEC INDUSTRIES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,24,2010-02-24,2015-10-22,24,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
029392,80080,30070.0,1,LU,P,1994-01-04,,915389,EASTMAN CHEMICAL CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-24,2024-11-01,41,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
011094,80128,4761.0,1,LU,P,1972-12-14,,102729,VALMONT INDUSTRIES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-23,2024-10-30,43,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
029609,80167,12569.0,1,LU,P,1994-01-20,,910406,HAIN CELESTIAL GROUP INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-09,2024-11-07,46,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
029751,80191,30249.0,1,LU,P,1994-03-11,,915913,ALBEMARLE CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-26,2024-11-06,50,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
029733,80204,30260.0,1,LC,P,1994-02-17,,916076,MARTIN MARIETTA MATERIALS,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-26,2024-10-30,45,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
029791,80266,12884.0,1,LC,P,1994-02-28,2016-08-16,918386,QLOGIC CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,27,2010-02-02,2016-08-08,27,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
029968,80303,12961.0,1,LU,P,1994-03-30,2020-03-31,918160,AK STEEL HOLDING CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,41,2010-02-23,2020-02-20,28,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
029901,80320,12926.0,1,LU,P,1994-03-17,,900075,COPART INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-03-12,2024-11-26,58,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
029830,80361,12895.0,1,LC,P,1994-03-03,2015-07-01,1732845,WESTROCK CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,0,,,0,0,NO_READABLE_LANGUAGE_EVIDENCE
